Row,Keteleeria,Agathis,Nageia,Sciadopitys,Cephalotaxus,Cunninghamia
970,0,0,0,0,0,1
971,1,0,0,0,0,0
972,0,1,0,0,0,1
973,1,0,0,0,0,0
974,0,0,0,0,1,1
975,0,0,0,1,0,0
976,1,0,0,0,0,0
977,0,0,1,0,0,0
978,0,0,0,0,0,1
979,0,0,0,0,0,1
980,0,0,0,0,1,1
981,1,0,0,0,0,0
982,1,0,0,0,0,0
983,1,0,0,0,0,0
984,1,0,0,0,0,0
985,0,0,0,0,1,1
986,0,0,0,0,0,1
987,0,0,0,0,1,1
988,0,0,1,0,0,1
989,1,1,0,0,0,0
990,0,0,0,0,1,0
991,1,0,0,1,1,1
992,1,0,0,1,0,0
993,0,0,0,1,0,0
994,1,1,0,1,1,1
995,0,0,1,0,0,0
996,1,0,0,0,0,0
997,0,0,0,1,1,1
998,0,0,1,0,0,0
999,0,0,0,1,0,0
1000,1,0,0,0,0,0
1001,0,0,0,0,0,1
1002,0,0,0,0,0,1
1003,1,0,0,1,0,1
1004,1,0,0,0,0,1
1005,1,1,0,1,1,1
1006,1,0,0,0,0,0
1007,0,0,0,0,0,1
1008,0,0,1,0,0,0
1009,1,0,0,1,1,0
1010,0,0,0,0,0,1
1011,0,0,0,0,0,1
1012,0,0,0,0,0,1
1013,0,0,0,0,0,1
1014,0,0,0,0,0,1
1015,0,0,1,0,0,0
1016,1,0,0,0,0,0
1017,1,0,0,0,0,0
1018,1,0,0,0,0,0
1019,0,0,1,0,0,0
1020,1,1,0,0,0,0
1021,1,0,1,0,0,0
1022,0,0,1,0,0,0
1023,0,1,0,0,0,0
1024,0,0,1,0,0,0
1025,0,0,0,1,0,0
1026,0,0,1,0,0,0
1027,1,0,0,0,0,0
1028,1,0,0,0,0,0
1029,1,0,0,0,0,1
1030,0,0,1,0,0,1
1031,1,0,0,0,0,0
1032,1,0,0,0,0,0
1033,0,0,0,0,0,1
1034,0,0,0,0,0,1
1035,1,0,0,0,1,1
1036,1,0,0,0,0,0
1037,0,0,0,0,1,1
1038,1,0,0,0,1,1
1039,0,0,0,0,0,1
1040,1,0,0,0,0,0
1041,0,0,0,0,1,1
1042,1,0,0,0,0,1
1043,0,0,1,0,0,0
1044,1,0,1,0,1,1
1045,1,0,0,0,1,1
1046,0,0,1,0,0,0
1047,1,0,0,0,0,0
1048,1,0,0,0,0,0
1049,0,1,0,0,1,1
1050,0,1,0,0,0,0
1051,1,0,0,0,0,0
1052,1,0,0,1,0,0
1053,1,1,1,1,1,0
1054,1,1,0,1,1,0
1055,1,0,1,0,0,0
1056,0,1,1,0,0,0
1057,0,0,0,0,0,1
1058,1,0,0,0,0,0
1059,0,1,1,1,0,1
1060,1,0,1,1,1,1
1061,0,1,0,0,0,1
1062,1,0,1,0,0,0
1063,1,0,1,1,0,1
1064,0,0,1,0,0,0
1065,1,1,0,1,1,1
1066,0,1,0,0,0,0
1067,1,1,0,1,0,1
1068,0,0,0,1,0,1
1069,0,1,0,1,1,1
1070,1,1,1,0,0,0
1071,0,1,1,0,0,1
1072,0,0,1,0,0,0
1073,1,1,1,0,1,0
1074,0,0,0,0,1,1
1075,0,0,1,0,0,0
1076,1,1,0,1,0,0
1077,1,1,0,0,0,0
1078,1,1,1,0,1,0
1079,1,1,1,0,1,1
1080,1,1,0,1,1,1
1081,0,1,1,1,0,0
1082,1,1,0,0,0,0
1083,0,0,1,0,0,0
1084,0,0,0,0,1,0
1085,1,1,1,0,1,1
1086,1,1,0,0,1,1
1087,0,0,1,0,0,0
1088,0,0,1,0,0,0
1089,0,0,0,0,0,1
1090,1,0,1,1,1,1
1091,0,1,0,0,0,0
1092,0,1,0,0,0,0
1093,0,0,1,0,0,0
1094,1,0,0,0,1,0
1095,0,0,0,0,1,0
1096,1,1,0,0,1,0
1097,1,0,0,0,1,0
1098,1,0,0,1,1,1
1099,1,1,1,0,1,1
1100,1,0,1,0,0,0
1101,0,1,1,0,0,0
1102,0,0,1,0,0,0
1103,0,0,0,0,0,1
1104,1,1,1,1,1,1
1105,0,1,0,0,0,0
1106,1,1,1,0,1,0
1107,1,1,1,1,1,0
1108,1,0,1,0,0,1
1109,1,0,1,1,1,0
1110,0,0,1,0,0,0
1111,0,0,0,0,0,1
1112,1,1,1,0,1,1
1113,1,0,0,1,1,1
1114,0,0,1,0,0,0
1115,1,1,0,1,1,0
1116,0,1,1,1,1,0
1117,0,0,0,1,1,1
1118,0,0,0,0,1,0
1119,1,1,1,1,1,1
1120,1,1,1,1,1,1
1121,0,1,0,1,1,1
1122,1,1,1,1,1,1
1123,0,0,0,1,1,1
1124,0,0,1,0,0,0
1125,1,1,1,1,1,1
1126,1,1,1,1,1,1
1127,1,1,0,0,0,0
1128,0,0,0,0,1,1
1129,0,0,0,0,0,1
1130,0,0,1,0,0,0
1131,0,0,0,0,0,1
1132,0,0,1,0,0,0
1133,0,1,0,1,0,0
1134,0,0,0,0,0,1
1135,1,0,0,1,0,0
1136,1,1,0,1,1,1
1137,1,1,1,1,1,1
1138,1,1,0,0,0,0
1139,0,0,0,0,1,1
1140,0,0,0,0,1,1
1141,1,1,1,1,1,1
1142,0,0,0,0,1,0
1143,0,0,0,0,0,1
1144,0,0,0,0,0,1
1145,0,0,0,1,1,1
1146,0,0,0,0,0,1
1147,1,0,0,0,0,0
1148,1,1,1,1,1,1
1149,0,0,0,0,1,0
1150,0,0,0,1,1,1
1151,0,1,0,0,1,1
1152,0,0,0,1,1,1
1153,1,1,1,1,1,1
1154,0,0,0,0,1,0
1155,0,1,0,1,1,1
1156,0,0,1,0,0,0
1157,0,0,1,0,0,0
1158,1,1,1,1,1,1
1159,0,0,1,0,0,1
1160,0,0,0,1,0,1
1161,0,0,0,0,0,1
1162,0,1,1,1,1,1
1163,0,0,1,1,1,0
1164,1,1,1,1,1,1
1165,0,1,0,0,1,0
1166,1,1,1,1,1,1
1167,0,0,1,0,0,1
1168,1,0,1,0,1,1
1169,0,0,0,1,0,1
1170,1,0,0,1,1,1
1171,0,0,1,0,0,0
1172,0,1,0,0,0,0
1173,0,0,1,0,0,0
1174,0,0,0,0,0,1
1175,0,1,1,1,1,1
1176,0,0,0,0,1,1
1177,0,1,0,0,1,0
1178,0,0,0,0,1,1
1179,0,0,1,0,0,0
1180,0,1,1,0,0,0
1181,0,1,0,1,1,1
1182,1,1,1,1,1,0
1183,0,1,1,1,1,1
1184,0,1,1,1,1,1
1185,0,0,1,1,1,0
1186,0,0,1,0,0,0
1187,1,0,0,1,1,1
1188,0,1,0,0,1,1
1189,0,0,0,1,1,1
1190,0,1,1,0,0,0
1191,0,1,1,1,1,1
1192,1,1,1,1,1,1
1193,1,1,1,0,1,1
1194,0,1,1,1,1,1
1195,1,0,0,0,0,0
1196,1,0,0,0,0,0
1197,1,0,1,0,0,0
1198,1,1,1,1,1,1
1199,1,0,0,1,1,1
1200,1,0,0,0,0,0
1201,1,0,0,0,0,0
1202,1,0,0,1,0,1
1203,0,0,0,1,1,1
1204,0,0,1,1,1,1
1205,0,1,0,1,0,0
1206,0,0,1,0,0,0
1207,1,0,0,0,0,0
1208,0,1,1,1,1,1
1209,1,1,0,1,1,1
1210,1,0,0,0,0,0
1211,0,0,1,0,0,0
1212,0,0,1,0,0,0
1213,0,0,0,0,0,1
1214,0,0,1,0,0,0
1215,0,0,0,0,1,1
1216,1,0,1,0,0,1
1217,1,0,0,1,0,1
1218,0,0,1,0,0,0
1219,0,0,1,0,0,0
1220,0,1,1,1,1,1
1221,1,0,1,1,1,1
1222,1,0,0,0,0,0
1223,0,0,0,0,1,1
1224,1,1,1,1,1,1
1225,0,1,0,1,1,1
1226,1,0,1,0,1,1
1227,1,0,0,0,0,0
1228,1,0,0,0,0,0
1229,0,0,1,0,0,0
1230,1,0,1,0,0,0
1231,0,0,0,0,1,0
1232,1,0,0,0,0,0
1233,0,0,0,0,0,1
1234,1,0,0,0,0,0
1235,0,0,0,0,0,1
1236,0,0,0,0,0,1
1237,1,0,0,0,0,0
1238,0,0,0,0,1,0
1239,1,0,0,0,0,0
1240,0,0,0,0,1,0
1241,0,0,0,0,1,0
1242,1,0,0,1,1,1
1243,1,0,0,0,0,0
1244,1,1,0,0,1,1
1245,1,0,0,0,0,0
1246,0,0,0,0,0,1
1247,0,0,1,0,0,0
1248,0,1,0,0,1,1
1249,1,0,0,0,0,0
1250,1,0,0,0,0,0
1251,0,0,0,0,1,0
1252,1,1,1,0,1,1
1253,0,0,0,0,0,1
1254,1,0,0,0,0,0
1255,1,0,0,0,1,1
1256,0,0,1,0,0,0
1257,1,0,0,0,0,0
1258,0,0,0,1,0,0
1259,1,0,0,0,0,0
1260,1,1,1,0,0,0
1261,0,0,0,0,1,1
1262,1,0,1,0,0,1
1263,1,0,0,0,0,0
1264,0,0,0,0,1,1
1265,1,0,0,0,0,0
1266,1,0,0,0,0,0
1267,0,0,0,0,0,1
1268,0,0,1,0,0,0
1269,1,0,0,1,0,1
1270,1,0,0,0,0,0
1271,0,0,0,0,0,1
1272,1,0,0,0,0,0
1273,1,0,0,1,0,0
1274,1,0,0,0,0,0
1275,1,0,0,1,1,1
1276,0,0,1,0,0,0
1277,0,0,0,1,0,0
1278,0,0,1,0,0,0
1279,0,0,0,0,0,1
1280,1,1,0,1,1,1
1281,0,0,1,0,1,1
1282,0,0,0,0,1,1
1283,0,1,0,1,1,1
1284,0,1,0,1,1,1
1285,0,0,0,0,0,1
1286,1,1,1,1,1,1
1287,1,1,1,1,1,1
1288,1,1,1,1,1,1
1289,0,0,0,1,1,1
1290,0,1,1,1,1,1
1291,1,1,1,1,1,1
1292,1,1,1,1,1,1
1293,1,1,0,1,1,1
1294,0,0,1,0,0,0
1295,0,0,0,0,0,1
1296,0,0,0,1,0,0
1297,1,1,1,1,1,1
1298,1,1,1,0,0,1
1299,1,1,1,1,1,1
1300,1,0,1,0,1,1
1301,0,0,1,0,0,0
1302,1,0,1,1,1,1
1303,1,1,0,1,1,1
1304,0,0,0,0,1,0
1305,0,1,0,1,1,1
1306,0,0,1,0,0,0
1307,0,1,0,0,1,1
1308,0,0,0,0,1,1
1309,1,1,0,1,1,1
1310,0,0,1,1,0,0
1311,1,1,0,1,1,1
1312,0,1,0,1,0,0
1313,0,0,0,0,1,1
1314,0,1,1,1,1,1
1315,1,1,1,0,1,1
1316,0,0,0,1,0,1
1317,0,0,0,1,0,0
1318,0,0,0,1,0,0
1319,0,0,0,1,1,1
1320,1,0,0,1,1,1
1321,1,1,1,1,1,0
1322,0,0,0,0,1,1
1323,1,0,0,1,1,1
1324,1,0,0,1,1,1
1325,1,0,0,1,1,0
1326,0,0,0,0,1,0
1327,0,0,0,0,1,0
1328,0,1,0,0,0,0
1329,1,1,1,0,1,0
1330,0,0,0,1,0,1
1331,0,0,0,1,0,1
1332,1,1,1,1,1,1
1333,1,0,0,0,0,0
1334,0,0,1,0,0,0
1335,1,0,1,1,1,1
1336,1,1,0,1,1,1
1337,0,0,0,0,1,1
1338,1,1,1,1,1,1
1339,0,1,0,1,1,1
1340,0,0,1,1,1,1
1341,0,0,0,0,0,1
1342,0,0,1,0,0,0
1343,0,0,0,1,0,0
1344,1,1,1,0,0,0
1345,0,0,1,0,1,1
1346,1,0,0,0,0,1
1347,0,0,1,0,0,0
1348,1,0,1,0,0,0
1349,1,0,0,0,0,0
1350,0,0,1,0,0,0
1351,0,0,1,0,0,0
1352,1,0,0,1,0,0
1353,1,1,0,1,1,1
1354,1,0,0,0,0,0
1355,1,1,1,0,0,1
1356,1,0,1,0,1,1
1357,1,0,0,0,0,0
1358,0,0,1,0,0,0
1359,0,0,1,0,1,1
1360,1,1,1,1,1,1
1361,1,1,0,0,1,0
1362,0,0,0,0,1,0
1363,0,0,1,1,0,0
1364,0,0,0,1,1,1
1365,0,0,0,0,1,1
1366,0,0,0,0,0,1
1367,0,0,0,0,1,0
1368,0,0,0,0,1,0
1369,1,0,1,0,0,1
1370,0,0,0,0,1,1
1371,0,0,0,0,1,0
1372,0,0,0,0,1,0
1373,1,0,1,0,0,0
1374,0,0,0,0,1,1
1375,0,0,1,1,0,0
1376,1,0,0,0,0,0
1377,1,0,0,0,0,0
1378,1,0,0,1,0,0
1379,1,0,0,0,0,0
1380,1,0,0,0,0,0
1381,0,0,1,0,0,0
1382,1,0,0,0,0,1
1383,1,0,0,0,1,1
1384,1,0,0,0,0,0
1385,0,0,1,0,0,0
1386,1,0,1,0,1,1
1387,0,0,0,1,0,0
1388,0,0,0,1,1,1
1389,1,0,0,0,0,0
1390,1,0,0,1,1,0
1391,0,0,0,1,1,1
1392,0,0,0,0,0,1
1393,0,1,1,1,1,1
1394,0,0,0,0,1,1
1395,1,0,0,0,0,0
1396,1,0,0,0,0,0
1397,1,0,0,0,0,0
1398,0,0,1,1,0,1
1399,0,0,1,0,0,0
1400,1,0,0,0,0,0
1401,1,0,0,1,0,0
1402,0,1,0,0,0,0
1403,0,1,0,0,0,0
1404,0,0,0,0,1,1
1405,0,1,0,0,0,0
1406,0,0,1,0,1,0
1407,0,0,1,0,1,0
1408,0,0,1,0,0,0
1409,0,0,1,0,0,0
1410,1,0,1,0,0,0
1411,1,0,0,0,0,0
1412,1,0,1,0,0,0
1413,1,0,1,1,1,1
1414,0,0,1,0,0,1
1415,1,0,0,0,0,0
1416,0,1,1,0,0,0
1417,1,0,0,0,0,0
1418,0,0,1,0,1,1
1419,1,0,0,1,1,0
1420,1,0,0,0,1,1
1421,1,0,0,0,0,0
1422,0,0,1,0,0,1
1423,0,1,0,0,1,1
1424,1,0,0,0,0,0
1425,0,0,1,0,0,0
1426,1,0,1,0,1,1
1427,0,0,1,0,0,0
1428,1,0,1,1,1,0
1429,1,0,0,0,0,0
1430,1,0,0,0,0,0
1431,1,0,1,1,1,1
1432,1,0,1,0,1,1
1433,1,0,1,0,0,0
1434,0,0,1,0,0,1
1435,1,1,1,0,1,1
1436,0,0,0,0,0,1
1437,0,1,0,0,0,0
1438,1,0,0,0,0,1
1439,0,0,0,0,1,1
1440,1,1,1,1,0,0
1441,1,0,0,1,0,0
1442,0,0,0,1,0,0
1443,0,0,0,0,1,1
1444,0,1,0,1,0,0
1445,1,0,0,1,1,1
1446,1,1,1,1,1,1
1447,1,0,1,0,1,0
1448,1,1,0,1,1,1
1449,0,0,0,1,0,0
1450,1,1,1,1,1,1
1451,0,0,0,0,1,1
1452,1,1,0,1,1,1
1453,0,0,1,0,0,0
1454,1,1,0,1,1,1
1455,0,0,0,1,1,1
1456,0,1,0,0,0,0
1457,0,1,0,0,0,0
1458,1,1,1,1,1,1
1459,1,1,1,1,1,1
1460,0,0,0,0,0,1
1461,1,1,1,1,1,1
1462,1,1,1,1,1,1
1463,0,1,1,0,1,1
1464,1,1,0,1,1,1
1465,1,1,0,1,1,1
1466,1,0,1,1,1,1
1467,0,0,0,0,1,1
1468,1,0,1,1,1,1
1469,0,1,0,0,0,0
1470,0,1,0,0,0,0
1471,0,1,0,0,0,0
1472,0,0,1,0,0,0
1473,0,0,0,0,0,1
1474,1,1,0,1,1,1
1475,0,1,0,1,1,1
1476,1,1,1,1,1,1
1477,1,1,0,1,1,1
1478,1,1,0,1,1,0
1479,0,0,0,0,0,1
1480,0,0,0,1,1,1
1481,1,1,0,1,1,1
1482,0,1,0,1,1,1
1483,1,1,1,1,1,0
1484,0,0,0,0,1,1
1485,1,1,1,1,1,1
1486,0,1,0,1,0,0
1487,0,1,1,0,0,0
1488,0,0,0,1,1,1
1489,0,1,1,1,1,1
1490,1,1,1,1,1,1
1491,1,1,1,1,1,1
1492,1,1,1,1,1,1
1493,1,1,1,1,1,1
1494,1,0,0,0,0,0
1495,1,0,1,0,0,0
1496,1,1,1,1,1,1
1497,0,0,0,0,1,0
1498,1,1,0,1,1,1
1499,1,1,1,1,1,1
1500,1,1,1,1,1,1
1501,1,1,1,1,1,1
1502,1,1,0,1,1,1
1503,1,1,1,1,1,1
1504,0,0,1,0,1,1
1505,1,1,1,1,1,1
1506,1,1,1,1,1,1
1507,0,1,1,1,1,1
1508,1,1,1,1,1,1
1509,1,1,0,1,1,1
1510,1,1,0,1,1,1
1511,0,0,0,0,0,1
1512,0,1,1,1,1,1
1513,1,1,0,1,1,1
1514,1,0,1,0,0,1
1515,1,0,1,0,0,1
1516,0,1,1,1,1,1
1517,0,1,0,1,1,1
1518,1,1,1,1,1,0
1519,0,0,0,0,0,1
1520,0,0,0,0,0,1
1521,0,1,0,0,0,0
1522,0,0,0,0,1,0
1523,0,1,0,0,0,0
1524,0,1,0,0,0,0
1525,1,1,1,1,1,1
1526,1,1,0,1,1,1
1527,0,0,1,0,0,0
1528,0,0,1,0,0,0
1529,0,0,0,1,0,0
1530,0,1,0,0,0,0
1531,1,0,0,1,1,1
1532,1,1,1,0,1,1
1533,0,0,1,0,1,1
1534,0,1,0,0,0,0
1535,0,0,0,0,0,1
1536,1,1,0,1,0,1
1537,0,1,0,0,0,0
1538,1,1,1,1,1,0
1539,1,1,1,1,1,1
1540,0,0,0,0,0,1
1541,0,0,0,1,1,1
1542,1,0,0,1,1,1
1543,1,1,1,0,1,1
1544,0,0,1,0,0,0
1545,1,1,1,1,1,1
1546,1,1,1,1,1,1
1547,1,0,0,1,1,1
1548,1,1,0,1,1,1
1549,0,1,1,1,1,1
1550,1,1,0,0,1,1
1551,0,0,0,1,0,0
1552,0,0,0,1,0,0
1553,1,0,0,1,1,1
1554,1,0,1,0,0,0
1555,0,0,0,0,1,1
1556,1,1,1,1,1,1
1557,0,0,0,0,0,1
1558,1,1,1,1,1,1
1559,0,0,0,1,0,0
1560,0,0,0,0,1,1
1561,0,0,0,0,1,1
1562,1,1,1,1,1,1
1563,1,1,1,1,1,1
1564,1,1,0,1,1,1
1565,0,0,0,1,0,0
1566,0,0,0,0,1,1
1567,0,1,0,0,0,0
1568,0,0,1,0,0,0
1569,1,1,1,1,1,1
1570,0,0,0,1,0,0
1571,1,0,1,1,0,0
1572,1,1,1,1,1,1
1573,1,1,1,1,1,1
1574,1,1,1,1,1,1
1575,1,1,1,1,1,1
1576,1,0,0,1,1,0
1577,0,0,0,0,0,1
1578,1,1,1,1,0,1
1579,0,1,0,0,0,0
1580,0,0,1,0,0,1
1581,0,0,0,1,1,1
1582,0,0,0,0,0,1
1583,0,1,0,0,0,0
1584,0,0,0,0,1,1
1585,0,1,1,1,0,0
1586,0,1,1,0,0,0
1587,0,1,0,1,1,1
1588,1,1,0,1,1,1
1589,0,1,1,1,1,1
1590,1,1,0,1,1,1
1591,0,0,0,0,0,1
1592,0,1,0,1,1,1
1593,0,0,1,0,1,0
1594,0,0,0,0,0,1
1595,0,0,1,0,0,0
1596,0,0,0,0,0,1
1597,1,0,0,0,0,0
1598,1,0,1,0,0,0
1599,0,0,0,0,0,1
1600,0,0,0,0,1,0
1601,0,0,0,0,0,1
1602,0,0,0,0,1,0
1603,1,0,0,0,1,0
1604,1,0,0,0,0,0
1605,1,0,0,0,0,0
1606,1,0,0,0,0,0
1607,1,0,0,0,0,1
1608,1,0,1,1,0,1
1609,1,0,0,1,0,1
1610,0,0,0,0,1,0
1611,0,0,1,0,0,0
1612,0,0,1,0,0,0
1613,1,0,0,0,0,0
1614,1,0,0,0,0,0
1615,0,0,1,0,1,0
1616,0,0,1,0,1,0
1617,1,1,0,0,0,1
1618,1,1,1,1,0,0
1619,0,0,0,0,1,0
1620,0,1,0,0,0,1
1621,1,0,0,1,0,1
1622,0,0,0,0,1,0
1623,1,0,0,0,0,0
1624,1,0,0,0,0,0
1625,1,0,1,0,0,0
1626,1,0,0,0,1,0
1627,1,0,0,0,0,1
1628,1,0,0,0,0,0
1629,0,0,1,0,0,0
1630,0,0,1,0,0,0
1631,1,0,0,0,0,0
1632,0,0,0,0,1,0
1633,1,0,1,0,0,1
1634,0,0,1,0,0,0
1635,0,0,0,0,1,0
1636,1,0,1,1,0,1
1637,1,0,0,0,0,0
1638,1,0,0,0,0,0
1639,0,0,0,0,1,0
1640,1,1,1,1,0,1
1641,0,0,1,0,0,0
1642,0,0,0,1,0,0
1643,0,0,0,0,1,0
1644,0,1,1,0,0,0
1645,0,0,0,0,0,1
1646,1,0,1,0,0,0
1647,0,0,1,0,0,0
1648,1,0,1,0,0,1
1649,0,0,0,0,1,0
1650,0,0,1,1,0,0
1651,1,0,0,0,0,1
1652,1,0,0,0,0,0
1653,1,0,0,1,0,1
1654,0,0,0,0,1,0
1655,0,0,0,0,1,0
1656,0,0,0,0,1,0
1657,0,1,0,0,0,0
1658,0,0,0,0,1,0
1659,1,1,1,0,0,1
1660,1,0,0,0,0,0
1661,0,0,0,0,1,0
1662,1,0,0,0,0,0
1663,1,0,0,0,0,0
1664,0,0,0,1,0,1
1665,0,0,0,0,0,1
1666,0,0,0,0,1,0
1667,1,0,0,0,0,1
1668,0,0,0,0,1,0
1669,0,0,0,0,1,0
1670,0,0,1,0,0,0
1671,0,0,0,0,0,1
1672,0,0,0,0,1,0
1673,1,1,1,1,0,1
1674,0,0,0,0,0,1
1675,0,0,0,0,0,1
1676,0,0,0,0,1,0
1677,1,0,0,0,0,1
1678,0,1,0,0,0,0
1679,1,0,0,0,0,0
1680,0,0,0,0,1,0
1681,1,0,0,0,0,0
1682,1,0,0,0,0,1
1683,1,0,0,0,0,0
1684,1,0,1,1,0,0
1685,0,0,0,0,1,0
1686,0,1,1,0,0,1
1687,0,1,0,0,0,0
1688,1,0,0,0,0,0
1689,1,0,0,0,0,0
1690,0,1,1,0,1,1
1691,0,0,0,0,1,0
1692,0,0,1,0,0,0
1693,0,0,0,0,1,0
1694,0,0,1,0,0,1
1695,0,0,0,0,0,1
1696,0,0,0,0,0,1
1697,0,0,1,0,0,1
1698,0,0,1,0,0,0
1699,0,0,1,0,0,1
1700,0,0,0,0,1,0
1701,0,0,0,0,1,0
1702,0,0,0,0,0,1
1703,0,0,0,0,0,1
1704,1,1,0,1,0,0
1705,1,0,0,0,0,0
1706,0,0,0,1,0,0
1707,0,0,0,0,1,0
1708,1,0,0,0,0,1
1709,0,0,1,0,0,0
1710,0,0,1,1,0,0
1711,0,1,0,0,0,0
1712,0,0,0,0,0,1
1713,0,0,0,0,1,0
1714,1,0,1,1,0,1
1715,0,0,0,0,1,0
1716,1,0,0,0,0,0
1717,0,0,0,0,0,1
1718,1,0,1,0,0,0
1719,0,0,0,0,1,0
1720,1,1,1,1,0,1
1721,1,0,0,1,0,0
1722,1,0,0,0,0,0
1723,1,1,1,1,0,1
1724,0,0,0,0,0,1
1725,0,0,1,0,0,0
1726,1,0,0,0,0,0
1727,0,0,0,0,1,0
1728,0,0,0,1,0,1
1729,0,0,1,0,0,0
1730,1,0,0,0,0,0
1731,1,0,1,0,0,0
1732,0,0,0,0,1,1
1733,0,0,1,0,1,1
1734,0,0,0,0,1,0
1735,1,1,0,1,0,1
1736,0,0,0,0,1,0
1737,0,1,0,1,0,1
1738,0,0,0,0,1,0
1739,0,1,1,1,0,1
1740,0,0,0,0,1,0
1741,0,1,0,1,0,1
1742,0,0,0,0,1,0
1743,1,0,0,1,0,1
1744,1,0,0,0,0,0
1745,0,0,0,1,0,1
1746,0,0,0,0,0,1
1747,1,0,0,0,0,0
1748,0,0,1,0,1,0
1749,1,1,1,1,0,1
1750,1,0,0,0,0,0
1751,1,1,1,1,0,1
1752,0,0,0,0,1,0
1753,1,1,1,1,0,1
1754,1,1,1,1,0,1
1755,0,0,0,0,1,0
1756,0,0,0,0,1,0
1757,0,0,1,0,0,1
1758,0,0,0,0,1,0
1759,0,0,0,1,0,1
1760,0,0,0,0,0,1
1761,1,1,1,1,0,1
1762,0,0,0,0,1,0
1763,0,0,1,0,0,0
1764,1,1,1,1,0,0
1765,0,0,0,0,1,0
1766,0,1,1,1,0,1
1767,0,0,0,0,1,0
1768,0,0,1,0,0,0
1769,0,0,0,1,0,0
1770,0,0,0,1,0,0
1771,0,0,0,0,0,1
1772,1,1,1,1,0,0
1773,1,1,1,1,0,1
1774,0,0,0,0,1,0
1775,0,0,0,0,1,0
1776,0,1,1,1,0,1
1777,0,0,0,0,1,0
1778,1,1,1,1,0,1
1779,0,0,0,0,1,0
1780,1,1,0,0,0,1
1781,1,1,1,1,0,1
1782,0,1,1,1,1,0
1783,0,0,0,1,0,0
1784,1,1,0,1,1,1
1785,1,1,0,1,1,0
1786,1,1,0,1,1,1
1787,0,0,1,0,0,0
1788,0,0,1,0,0,0
1789,1,0,0,0,0,0
1790,0,0,0,0,0,1
1791,0,0,0,1,0,0
1792,0,1,1,1,1,1
1793,1,1,1,1,1,1
1794,0,0,0,0,1,1
1795,1,1,1,1,1,1
1796,1,1,1,0,0,0
1797,0,1,1,1,1,0
1798,1,1,1,1,1,0
1799,1,1,1,1,1,1
1800,0,0,0,0,1,0
1801,0,0,1,1,1,1
1802,0,0,1,0,0,0
1803,0,1,0,0,1,1
1804,1,1,0,1,1,1
1805,1,0,0,1,1,1
1806,1,0,0,1,1,1
1807,0,1,0,0,1,1
1808,1,1,0,1,1,1
1809,1,1,1,1,1,1
1810,1,1,1,1,0,1
1811,0,0,0,0,1,1
1812,1,1,1,1,1,0
1813,0,1,1,1,0,1
1814,1,0,0,0,1,0
1815,1,0,0,0,1,0
1816,1,1,1,1,1,1
1817,1,1,1,1,1,1
1818,0,1,0,0,0,0
1819,1,1,1,1,1,1
1820,1,1,1,1,1,1
1821,0,1,0,0,0,0
1822,1,1,1,1,1,0
1823,0,0,0,0,0,1
1824,0,0,0,0,0,1
1825,1,1,1,1,0,0
1826,0,0,0,0,0,1
1827,0,0,0,0,1,0
1828,0,1,1,1,1,1
1829,0,0,0,0,1,0
1830,0,0,0,0,1,0
1831,0,0,0,0,1,0
1832,0,0,1,0,0,0
1833,1,1,1,1,1,1
1834,0,0,0,1,0,1
1835,1,1,1,1,1,1
1836,0,1,1,1,0,0
1837,1,1,1,1,1,1
1838,0,0,0,0,1,0
1839,1,1,1,1,1,1
1840,1,1,1,1,1,1
1841,1,1,1,1,1,1
1842,0,1,1,1,1,1
1843,0,0,0,0,0,1
1844,0,0,0,0,1,1
1845,0,1,0,1,0,0
1846,0,1,0,1,0,0
1847,1,1,1,1,1,1
1848,0,0,0,0,1,0
1849,1,1,1,1,0,0
1850,1,0,1,1,0,1
1851,0,0,0,0,1,0
1852,0,0,0,0,1,0
1853,1,1,1,1,0,1
1854,1,1,1,1,1,1
1855,1,1,1,1,1,1
1856,0,0,0,0,0,1
1857,0,1,0,1,1,0
1858,1,0,0,0,0,1
1859,1,0,0,0,0,1
1860,0,0,0,0,0,1
1861,1,1,0,0,1,1
1862,0,1,1,0,1,0
1863,1,0,0,0,0,0
1864,1,0,1,0,1,1
1865,1,0,0,0,1,1
1866,0,0,1,0,1,1
1867,1,0,0,1,0,1
1868,1,0,0,0,0,0
1869,0,0,0,0,1,1
1870,0,0,1,0,1,1
1871,0,0,0,0,1,1
1872,0,0,0,1,1,1
1873,0,0,0,1,1,1
1874,1,0,1,0,0,0
1875,1,0,1,1,1,1
1876,1,0,0,0,0,0
1877,1,0,0,0,0,0
1878,0,0,0,0,1,1
1879,1,1,0,1,1,1
1880,1,0,1,0,0,0
1881,1,0,0,0,0,0
1882,0,0,1,0,0,0
1883,0,0,1,0,0,0
1884,1,0,0,0,0,0
1885,1,0,0,0,0,0
1886,1,0,0,0,0,0
1887,0,0,0,0,1,0
1888,1,0,0,0,0,0
1889,1,0,0,0,1,0
1890,0,0,1,0,0,0
1891,0,0,1,0,0,0
1892,0,0,1,0,0,0
1893,1,0,1,0,1,1
1894,1,0,0,0,0,0
1895,0,0,1,1,1,1
1896,1,0,0,0,0,0
1897,1,0,0,0,0,0
1898,1,1,0,1,1,1
1899,1,0,0,0,0,0
1900,1,0,0,1,0,0
1901,1,0,1,0,1,1
